Time,OK_B100
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0.0015
10,0.0045
11,0.012
12,0.066
13,0.2295
14,0.492
15,0.828
16,1.245
17,1.8555
18,2.823
19,4.356
20,6.393
21,8.8635
22,11.628
23,14.6865
24,18.1515
25,22.0005
26,26.1855
27,30.924
28,36.0675
29,41.016
30,45.7185
31,50.4105
32,55.3365
33,60.1305
34,65.9505
35,71.745
36,79.9635
37,82.671
38,85.686
39,89.3175
40,92.8755
41,96.441
42,98.742
43,99.972
44,100.0995
45,99.363
46,98.541
47,97.6425
48,96.243
49,94.161
50,92.8395
51,91.821
52,90.9105
53,90.3
54,89.4645
55,88.7295
56,88.1685
57,87.6855
58,87.294
59,87.042
60,86.91
61,86.844
62,86.7945
63,86.748
64,86.7105
65,86.6925
66,86.6865
67,86.676
68,86.6745
69,86.7075
70,86.784
71,86.9295
72,87.102
73,87.1995
74,87.2205
75,87.2325
76,87.288
77,87.3345
78,87.3315
79,87.318
80,87.3135
81,87.2955
82,87.249
83,87.1785
84,87.0975
85,87.006
86,86.8935
87,86.76
88,86.61
89,86.451
90,86.2785
91,86.082
92,85.8555
93,85.6155
94,85.3635
95,85.1085
96,84.8535
97,84.606
98,84.345
99,84.051
100,83.7405
101,83.436
102,83.1285
103,82.8135
104,82.4955
105,82.1715
106,81.834
107,81.4815
108,81.108
109,80.7075
110,80.283
111,79.836
112,79.344
113,78.7695
114,77.9895
115,77.247
116,76.4145
117,75.5565
118,74.1105
119,72.9495
120,72.033
121,71.277
122,70.599
123,69.963
124,69.3165
125,68.6745
126,68.0025
127,67.2675
128,66.588
129,65.118
130,63.6
131,62.175
132,60.867
133,59.64
134,58.536
135,57.5145
136,56.52
137,55.5675
138,54.6255
139,53.715
140,52.818
141,51.9465
142,51.1065
143,50.319
144,49.587
145,48.903
146,48.258
147,47.637
148,47.0265
149,46.4265
150,45.8415
151,45.255
152,44.661
153,44.0235
154,43.365
155,42.7305
156,42.1155
157,41.508
158,40.908
159,40.326
160,39.7665
161,39.231
162,38.6985
163,38.244
164,37.764
165,37.299
166,36.852
167,36.6105
168,36.597
169,36.1125
170,35.3415
171,34.644
172,33.993
173,33.384
174,32.781
175,32.1405
176,31.4805
177,30.8625
178,30.2985
179,29.814
180,29.4075
181,28.9275
182,28.4595
183,28.0755
184,27.747
185,27.453
186,27.1815
187,26.922
188,26.676
189,26.4465
190,26.232
191,26.0325
192,25.851
193,25.68
194,25.524
195,25.377
196,25.2405
197,25.1115
198,24.9855
199,24.8655
200,24.7485
201,24.636
202,24.5265
203,24.4215
204,24.321
205,24.2205
206,24.123
207,24.027
208,23.9355
209,23.8485
210,23.769
211,23.697
212,23.631
213,23.568
214,23.505
215,23.442
216,23.3835
217,23.3265
218,23.2725
219,23.223
220,23.175
221,23.13
222,23.088
223,23.046
224,23.0055
225,22.968
226,22.9335
227,22.9005
228,22.869
229,22.8405
230,22.8135
231,22.788
232,22.7625
233,22.74
234,22.719
235,22.6995
236,22.68
237,22.662
238,22.6455
239,22.629
240,22.614
241,22.599
242,22.584
243,22.5705
244,22.557
245,22.545
246,22.533
247,22.521
248,22.509
249,22.4985
250,22.488
251,22.4775
252,22.467
253,22.4565
254,22.446
255,22.4355
256,22.425
257,22.4145
258,22.404
259,22.3935
260,22.383
261,22.3725
262,22.362
263,22.35
264,22.3395
265,22.3275
266,22.3155
267,22.3035
268,22.2915
269,22.278
270,22.266
271,22.2525
272,22.239
273,22.2255
274,22.212
275,22.197
276,22.1835
277,22.1685
278,22.1535
279,22.1385
280,22.1235
281,22.107
282,22.092
283,22.0755
284,22.059
285,22.044
286,22.0275
287,22.0125
288,21.996
289,21.981
290,21.966
291,21.951
292,21.9375
293,21.924
294,21.9105
295,21.897
296,21.882
297,21.8685
298,21.8535
299,21.84
300,21.8235
301,21.8085
302,21.792
303,21.7755
304,21.7575
305,21.7395
306,21.7215
307,21.7035
308,21.684
309,21.666
310,21.645
311,21.6225
312,21.5985
313,21.573
314,21.543
315,21.513
316,21.48
317,21.4455
318,21.408
319,21.3705
320,21.3285
321,21.285
322,21.24
323,21.192
324,21.144
325,21.096
326,21.0495
327,21.0045
328,20.958
329,20.9115
330,20.865
331,20.817
332,20.769
333,20.7195
334,20.6685
335,20.616
336,20.5635
337,20.5095
338,20.4555
339,20.4
340,20.346
341,20.2875
342,20.2245
343,20.1585
344,20.085
345,20.007
346,19.929
347,19.8525
348,19.776
349,19.692
350,19.59
351,19.4775
352,19.3755
353,19.284
354,19.203
355,19.1265
356,19.0545
357,18.987
358,18.9225
359,18.8595
360,18.7995
361,18.741
362,18.6825
363,18.6585
364,18.7695
365,18.987
366,19.0545
367,18.921
368,18.732
369,18.5655
370,18.429
371,18.312
372,18.207
373,18.108
374,18.009
375,17.9145
376,17.8215
377,17.73
378,17.637
379,17.5455
380,17.457
381,17.3715
382,17.289
383,17.2095
384,17.1285
385,17.0475
386,16.9665
387,16.887
388,16.809
389,16.731
390,16.653
391,16.5825
392,16.5375
393,16.5195
394,16.515
395,16.5045
396,16.4835
397,16.458
398,16.401
399,16.287
400,16.1325
401,15.9615
402,15.792
403,15.6285
404,15.471
405,15.3225
406,15.186
407,15.0615
408,14.9445
409,14.8365
410,14.7405
411,14.652
412,14.5605
413,14.466
414,14.37
415,14.274
416,14.172
417,14.061
418,13.941
419,13.833
420,13.767
421,13.74
422,13.665
423,13.4595
424,13.131
425,12.723
426,12.2775
427,11.8485
428,11.472
429,11.16
430,10.899
431,10.6575
432,10.4175
433,10.17
434,9.9
435,9.615
436,9.3135
437,9.003
438,8.6985
439,8.406
440,8.1165
441,7.8255
442,7.53
443,7.2285
444,6.9255
445,6.633
446,6.369
447,6.141
448,5.943
449,5.7705
450,5.6175
451,5.481
452,5.355
453,5.235
454,5.124
455,5.025
456,4.9365
457,4.857
458,4.7865
459,4.7205
460,4.6545
461,4.5885
462,4.521
463,4.455
464,4.389
465,4.323
466,4.2585
467,4.1895
468,4.1205
469,4.0485
470,3.978
471,3.9135
472,3.855
473,3.804
474,3.762
475,3.7245
476,3.6885
477,3.6525
478,3.615
479,3.5745
480,3.5355
481,3.4935
482,3.45
483,3.4065
484,3.36
485,3.3135
486,3.2655
487,3.2205
488,3.1785
489,3.141
490,3.111
491,3.084
492,3.06
493,3.0375
494,3.0165
495,2.9925
496,2.967
497,2.94
498,2.9115
499,2.8815
500,2.8485
501,2.814
502,2.7765
503,2.7405
504,2.709
505,2.6805
506,2.658
507,2.64
508,2.6265
509,2.6145
510,2.601
511,2.586
512,2.5695
513,2.5515
514,2.529
515,2.505
516,2.4795
517,2.4495
518,2.4195
519,2.388
520,2.3595
521,2.3355
522,2.3145
523,2.2995
524,2.289
525,2.28
526,2.2725
527,2.2635
528,2.2515
529,2.2395
530,2.2245
531,2.208
532,2.19
533,2.169
534,2.145
535,2.121
536,2.097
537,2.076
538,2.0595
539,2.046
540,2.037
541,2.031
542,2.025
543,2.0205
544,2.0145
545,2.007
546,1.998
547,1.9875
548,1.9725
549,1.9545
550,1.935
551,1.9125
552,1.89
553,1.869
554,1.851
555,1.8375
556,1.8285
557,1.8225
558,1.8195
559,1.8165
560,1.8135
561,1.809
562,1.803
563,1.7955
564,1.785
565,1.773
566,1.758
567,1.7415
568,1.7235
569,1.707
570,1.692
571,1.6785
572,1.6695
573,1.665
574,1.662
575,1.659
576,1.6575
577,1.656
578,1.653
579,1.647
580,1.641
581,1.6305
582,1.6185
583,1.605
584,1.59
585,1.575
586,1.56
587,1.548
588,1.539
589,1.533
590,1.53
591,1.5285
592,1.5285
593,1.527
594,1.5255
595,1.5225
596,1.518
597,1.5105
598,1.5015
599,1.4895
600,1.476
601,1.461
602,1.4475
603,1.434
604,1.425
605,1.4175
606,1.413
607,1.41
608,1.4085
609,1.4085
610,1.407
611,1.404
612,1.3995
613,1.3935
614,1.3845
615,1.374
616,1.3605
617,1.347
618,1.332
619,1.3185
620,1.308
621,1.2975
622,1.2915
623,1.287
624,1.284
625,1.2825
626,1.2795
627,1.278
628,1.2735
629,1.2675
630,1.26
631,1.2495
632,1.2375
633,1.2225
634,1.2075
635,1.194
636,1.1805
637,1.1685
638,1.1595
639,1.152
640,1.1475
641,1.143
642,1.1415
643,1.1385
644,1.134
645,1.1295
646,1.1235
647,1.1145
648,1.1055
649,1.0935
650,1.08
651,1.0665
652,1.0545
653,1.041
654,1.0305
655,1.0215
656,1.0125
657,1.0065
658,1.0005
659,0.996
660,0.9915
661,0.9855
662,0.981
663,0.9735
664,0.9645
665,0.9555
666,0.945
667,0.933
668,0.9195
669,0.9075
670,0.897
671,0.8865
672,0.8775
673,0.8715
674,0.8655
675,0.861
676,0.858
677,0.8535
678,0.849
679,0.8445
680,0.8385
681,0.8295
682,0.8205
683,0.81
684,0.7995
685,0.7875
686,0.777
687,0.7665
688,0.756
689,0.7485
690,0.741
691,0.735
692,0.7305
693,0.726
694,0.7215
695,0.717
696,0.7125
697,0.7065
698,0.7005
699,0.6915
700,0.6825
701,0.6735
702,0.663
703,0.654
704,0.645
705,0.636
706,0.6285
707,0.6225
708,0.6165
709,0.612
710,0.609
711,0.6045
712,0.6015
713,0.597
714,0.5925
715,0.5865
716,0.579
717,0.5715
718,0.564
719,0.5565
720,0.5475
